Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score,Segment
15463,30,1,126.14,4,1,1,411,6,Regular
15464,339,1,888.1,2,1,3,213,6,Regular
15465,20,32,12655.65,5,5,5,555,15,Best Customers
15466,86,4,1571.01,3,3,4,334,10,Loyal/Valuable
15467,10,3,499.93,5,3,2,532,10,Loyal/Valuable
15468,52,3,1362.68,4,3,4,434,11,Loyal/Valuable
15469,51,3,734.2,4,3,3,433,10,Loyal/Valuable
15470,576,1,63.42,1,1,1,111,3,At Risk / Lost
15471,3,3,1316.56,5,3,4,534,12,Best Customers
15472,114,1,371.56,3,1,2,312,6,Regular
15473,15,8,2046.0,5,4,4,544,13,Best Customers
15474,596,1,163.1,1,1,1,111,3,At Risk / Lost
15475,78,1,454.11,3,1,2,312,6,Regular
15476,381,4,2209.98,2,3,4,234,9,Loyal/Valuable
15477,650,1,368.4,1,1,2,112,4,At Risk / Lost
15478,41,3,2024.98,4,3,4,434,11,Loyal/Valuable
15479,734,1,147.4,1,1,1,111,3,At Risk / Lost
15480,117,3,3560.35,3,3,5,335,11,Loyal/Valuable
15481,402,1,1993.34,2,1,4,214,7,Regular
15482,16,18,14552.56,5,5,5,555,15,Best Customers
15483,162,10,862.2,3,5,3,353,11,Loyal/Valuable
15484,2,6,4656.0,5,4,5,545,14,Best Customers
15485,31,7,5771.51,4,4,5,445,13,Best Customers
15486,528,1,102.0,1,1,1,111,3,At Risk / Lost
15487,680,1,231.32,1,1,1,111,3,At Risk / Lost
15488,93,5,416.92,3,4,2,342,9,Loyal/Valuable
15489,23,8,2419.61,4,4,4,444,12,Best Customers
15490,431,1,217.6,1,1,1,111,3,At Risk / Lost
15491,96,6,2967.44,3,4,5,345,12,Best Customers
15492,29,2,659.46,4,2,3,423,9,Loyal/Valuable
15493,33,9,4276.08,4,5,5,455,14,Best Customers
15494,22,5,3780.05,4,4,5,445,13,Best Customers
15495,380,1,246.5,2,1,1,211,4,At Risk / Lost
15496,632,1,146.14,1,1,1,111,3,At Risk / Lost
15497,18,9,8606.54,5,5,5,555,15,Best Customers
15498,3,44,25732.03,5,5,5,555,15,Best Customers
15499,724,1,161.6,1,1,1,111,3,At Risk / Lost
15500,9,4,995.96,5,3,3,533,11,Loyal/Valuable
15501,405,2,402.5,2,2,2,222,6,Regular
15502,16,11,10439.77,5,5,5,555,15,Best Customers
15503,363,2,267.15,2,2,1,221,5,At Risk / Lost
15504,82,4,423.85,3,3,2,332,8,Regular
15505,53,5,3610.96,4,4,5,445,13,Best Customers
15506,23,6,2040.03,4,4,4,444,12,Best Customers
15507,172,1,492.36,3,1,2,312,6,Regular
15508,190,6,1000.27,2,4,3,243,9,Loyal/Valuable
15509,381,1,166.51,2,1,1,211,4,At Risk / Lost
15511,12,5,909.23,5,4,3,543,12,Best Customers
15512,156,4,331.58,3,3,2,332,8,Regular
15513,34,34,26893.85,4,5,5,455,14,Best Customers
15514,13,18,6598.55,5,5,5,555,15,Best Customers
15515,388,1,171.81,2,1,1,211,4,At Risk / Lost
15516,45,3,62.43,4,3,1,431,8,Regular
15517,234,1,267.03,2,1,1,211,4,At Risk / Lost
15518,65,15,4202.99,3,5,5,355,13,Best Customers
15519,384,2,344.61,2,2,2,222,6,Regular
15520,2,1,343.5,5,1,2,512,8,Regular
15521,41,16,6695.04,4,5,5,455,14,Best Customers
15522,33,2,398.84,4,2,2,422,8,Regular
15523,85,16,17359.99,3,5,5,355,13,Best Customers
15524,607,1,151.4,1,1,1,111,3,At Risk / Lost
15525,3,4,1295.7,5,3,4,534,12,Best Customers
15526,34,2,148.44,4,2,1,421,7,Regular
15527,19,23,5538.74,5,5,5,555,15,Best Customers
15528,255,1,229.33,2,1,1,211,4,At Risk / Lost
15529,23,12,5111.95,4,5,5,455,14,Best Customers
15530,22,5,1779.82,4,4,4,444,12,Best Customers
15531,9,2,2007.44,5,2,4,524,11,Loyal/Valuable
15532,26,10,3700.1,4,5,5,455,14,Best Customers
15533,20,3,771.67,5,3,3,533,11,Loyal/Valuable
15534,726,1,162.25,1,1,1,111,3,At Risk / Lost
15535,174,6,1087.82,3,4,3,343,10,Loyal/Valuable
15536,410,1,259.09,2,1,1,211,4,At Risk / Lost
15537,164,1,93.97,3,1,1,311,5,At Risk / Lost
15538,538,6,2172.6,1,4,4,144,9,Loyal/Valuable
15539,8,1,538.46,5,1,2,512,8,Regular
15540,12,2,460.68,5,2,2,522,9,Loyal/Valuable
15541,115,1,85.13,3,1,1,311,5,At Risk / Lost
15542,513,3,918.45,1,3,3,133,7,Regular
15543,289,2,242.84,2,2,1,221,5,At Risk / Lost
15544,10,20,8162.43,5,5,5,555,15,Best Customers
15545,55,2,428.05,4,2,2,422,8,Regular
15546,607,2,1079.1,1,2,3,123,6,Regular
15547,8,26,9903.04,5,5,5,555,15,Best Customers
15548,596,1,107.24,1,1,1,111,3,At Risk / Lost
15549,78,8,2298.11,3,4,4,344,11,Loyal/Valuable
15550,5,12,2009.1,5,5,4,554,14,Best Customers
15551,37,7,1710.08,4,4,4,444,12,Best Customers
15552,218,2,252.52,2,2,1,221,5,At Risk / Lost
15553,61,1,437.23,3,1,2,312,6,Regular
15554,278,1,217.2,2,1,1,211,4,At Risk / Lost
15555,13,36,11968.35,5,5,5,555,15,Best Customers
15556,25,1,279.77,4,1,1,411,6,Regular
15557,29,1,473.65,4,1,2,412,7,Regular
15558,640,1,197.18,1,1,1,111,3,At Risk / Lost
15559,569,1,1109.4,1,1,3,113,5,At Risk / Lost
15560,398,2,153.52,2,2,1,221,5,At Risk / Lost
15561,12,8,1934.39,5,4,4,544,13,Best Customers
15562,352,3,673.38,2,3,3,233,8,Regular
15563,23,7,2867.0,4,4,4,444,12,Best Customers
15564,464,2,70.74,1,2,1,121,4,At Risk / Lost
15565,51,2,173.16,4,2,1,421,7,Regular
15566,393,2,227.87,2,2,1,221,5,At Risk / Lost
15567,19,1,186.01,5,1,1,511,7,Regular
15568,3,3,724.39,5,3,3,533,11,Loyal/Valuable
15569,104,10,3566.4,3,5,5,355,13,Best Customers
15570,8,25,8767.49,5,5,5,555,15,Best Customers
15571,12,14,3981.78,5,5,5,555,15,Best Customers
15572,5,10,3832.07,5,5,5,555,15,Best Customers
15573,32,5,1207.18,4,4,4,444,12,Best Customers
15574,178,6,1518.7,3,4,4,344,11,Loyal/Valuable
15575,620,1,30.1,1,1,1,111,3,At Risk / Lost
15576,38,1,940.67,4,1,3,413,8,Regular
15577,152,5,397.98,3,4,2,342,9,Loyal/Valuable
15578,163,1,127.1,3,1,1,311,5,At Risk / Lost
15579,69,5,1285.55,3,4,4,344,11,Loyal/Valuable
15580,377,8,1330.34,2,4,4,244,10,Loyal/Valuable
15581,131,36,4799.35,3,5,5,355,13,Best Customers
15582,25,3,682.91,4,3,3,433,10,Loyal/Valuable
15583,377,1,107.86,2,1,1,211,4,At Risk / Lost
15584,24,6,1228.95,4,4,4,444,12,Best Customers
15585,177,1,455.3,3,1,2,312,6,Regular
15586,593,3,1139.1,1,3,3,133,7,Regular
15587,51,7,1522.08,4,4,4,444,12,Best Customers
15588,678,1,579.6,1,1,2,112,4,At Risk / Lost
15589,256,3,456.58,2,3,2,232,7,Regular
15590,383,5,1496.6,2,4,4,244,10,Loyal/Valuable
15591,583,3,217.9,1,3,1,131,5,At Risk / Lost
15592,47,1,388.58,4,1,2,412,7,Regular
15593,71,1,199.8,3,1,1,311,5,At Risk / Lost
15594,16,5,1771.78,5,4,4,544,13,Best Customers
15595,488,1,357.6,1,1,2,112,4,At Risk / Lost
15596,101,9,3130.04,3,5,5,355,13,Best Customers
15597,36,2,563.37,4,2,2,422,8,Regular
15598,54,2,548.02,4,2,2,422,8,Regular
15599,27,3,1250.06,4,3,4,434,11,Loyal/Valuable
15600,429,4,1199.31,1,3,3,133,7,Regular
15601,12,30,14960.12,5,5,5,555,15,Best Customers
15602,9,16,3230.51,5,5,5,555,15,Best Customers
15603,79,2,88.48,3,2,1,321,6,Regular
15604,53,1,216.39,4,1,1,411,6,Regular
15605,37,9,1876.9,4,5,4,454,13,Best Customers
15606,62,17,5230.99,3,5,5,355,13,Best Customers
15607,337,9,1708.97,2,5,4,254,11,Loyal/Valuable
15608,29,5,1785.98,4,4,4,444,12,Best Customers
15609,185,1,281.53,3,1,1,311,5,At Risk / Lost
15610,52,1,112.46,4,1,1,411,6,Regular
15611,10,25,2982.28,5,5,5,555,15,Best Customers
15612,37,2,180.15,4,2,1,421,7,Regular
15613,611,1,393.82,1,1,2,112,4,At Risk / Lost
15614,438,4,3147.36,1,3,5,135,9,Loyal/Valuable
15615,11,47,21290.22,5,5,5,555,15,Best Customers
15616,439,1,277.16,1,1,1,111,3,At Risk / Lost
15617,397,3,828.55,2,3,3,233,8,Regular
15618,33,4,776.85,4,3,3,433,10,Loyal/Valuable
15619,11,1,336.4,5,1,2,512,8,Regular
15620,57,4,1912.41,4,3,4,434,11,Loyal/Valuable
15621,5,4,1293.03,5,3,4,534,12,Best Customers
15622,44,17,7536.36,4,5,5,455,14,Best Customers
15623,142,8,2437.05,3,4,4,344,11,Loyal/Valuable
15624,117,4,588.13,3,3,2,332,8,Regular
15625,104,9,3236.4,3,5,5,355,13,Best Customers
15626,75,3,1067.52,3,3,3,333,9,Loyal/Valuable
15627,458,2,566.9,1,2,2,122,5,At Risk / Lost
15628,5,17,5652.26,5,5,5,555,15,Best Customers
15629,451,4,2240.9,1,3,4,134,8,Regular
15630,46,3,1481.4,4,3,4,434,11,Loyal/Valuable
15631,643,1,596.67,1,1,2,112,4,At Risk / Lost
15632,16,8,3285.31,5,4,5,545,14,Best Customers
15633,510,13,4352.46,1,5,5,155,11,Loyal/Valuable
15634,18,2,554.65,5,2,2,522,9,Loyal/Valuable
15635,396,1,25.5,2,1,1,211,4,At Risk / Lost
15636,90,4,1444.58,3,3,4,334,10,Loyal/Valuable
15637,53,5,780.64,4,4,3,443,11,Loyal/Valuable
15638,379,6,2265.2,2,4,4,244,10,Loyal/Valuable
15639,135,3,999.28,3,3,3,333,9,Loyal/Valuable
15640,5,29,23790.03,5,5,5,555,15,Best Customers
15641,106,12,5345.55,3,5,5,355,13,Best Customers
15642,730,1,105.78,1,1,1,111,3,At Risk / Lost
15643,192,3,596.2,2,3,2,232,7,Regular
15644,167,4,813.0,3,3,3,333,9,Loyal/Valuable
15645,19,3,1038.22,5,3,3,533,11,Loyal/Valuable
15646,158,5,974.61,3,4,3,343,10,Loyal/Valuable
15647,416,1,169.0,1,1,1,111,3,At Risk / Lost
15648,205,2,657.35,2,2,3,223,7,Regular
15649,337,4,2170.35,2,3,4,234,9,Loyal/Valuable
15650,522,2,553.88,1,2,2,122,5,At Risk / Lost
15651,37,5,1259.06,4,4,4,444,12,Best Customers
15652,92,5,1340.39,3,4,4,344,11,Loyal/Valuable
15653,93,2,877.44,3,2,3,323,8,Regular
15654,10,2,907.53,5,2,3,523,10,Loyal/Valuable
15655,244,1,560.67,2,1,2,212,5,At Risk / Lost
15656,46,4,748.5,4,3,3,433,10,Loyal/Valuable
15657,23,1,30.0,4,1,1,411,6,Regular
15658,191,8,2383.57,2,4,4,244,10,Loyal/Valuable
15659,44,3,532.49,4,3,2,432,9,Loyal/Valuable
15660,26,15,2812.99,4,5,4,454,13,Best Customers
15661,318,8,1215.95,2,4,4,244,10,Loyal/Valuable
15662,662,2,283.73,1,2,2,122,5,At Risk / Lost
15663,107,1,138.14,3,1,1,311,5,At Risk / Lost
15664,51,4,1254.03,4,3,4,434,11,Loyal/Valuable
15665,169,5,3990.17,3,4,5,345,12,Best Customers
15666,473,2,632.94,1,2,3,123,6,Regular
15667,40,1,301.32,4,1,2,412,7,Regular
15668,218,1,76.32,2,1,1,211,4,At Risk / Lost
15669,41,4,684.34,4,3,3,433,10,Loyal/Valuable
15670,297,2,325.2,2,2,2,222,6,Regular
15671,19,7,2627.13,5,4,4,544,13,Best Customers
15672,726,1,45.3,1,1,1,111,3,At Risk / Lost
15673,89,9,6380.89,3,5,5,355,13,Best Customers
15674,74,12,6583.57,3,5,5,355,13,Best Customers
15675,82,4,525.09,3,3,2,332,8,Regular
15676,19,3,3348.21,5,3,5,535,13,Best Customers
15677,50,3,1254.78,4,3,4,434,11,Loyal/Valuable
15678,53,3,1893.89,4,3,4,434,11,Loyal/Valuable
15679,25,4,781.28,4,3,3,433,10,Loyal/Valuable
15680,10,10,4325.63,5,5,5,555,15,Best Customers
15681,26,14,2989.7,4,5,5,455,14,Best Customers
15682,600,2,318.24,1,2,2,122,5,At Risk / Lost
15683,118,2,524.54,3,2,2,322,7,Regular
15684,548,3,173.95,1,3,1,131,5,At Risk / Lost
15685,451,1,55.98,1,1,1,111,3,At Risk / Lost
15686,421,1,90.0,1,1,1,111,3,At Risk / Lost
15687,9,9,2993.1,5,5,5,555,15,Best Customers
15688,419,1,190.57,1,1,1,111,3,At Risk / Lost
15689,120,3,521.03,3,3,2,332,8,Regular
15690,5,2,239.76,5,2,1,521,8,Regular
15691,253,4,571.3,2,3,2,232,7,Regular
15692,29,1,191.04,4,1,1,411,6,Regular
15693,660,1,37.5,1,1,1,111,3,At Risk / Lost
15694,1,23,10795.81,5,5,5,555,15,Best Customers
15695,267,4,1112.09,2,3,3,233,8,Regular
15696,34,13,3767.72,4,5,5,455,14,Best Customers
15697,690,1,246.75,1,1,1,111,3,At Risk / Lost
15698,625,1,46.2,1,1,1,111,3,At Risk / Lost
15699,18,1,279.7,5,1,1,511,7,Regular
15700,173,2,679.73,3,2,3,323,8,Regular
15701,3,4,1512.19,5,3,4,534,12,Best Customers
15702,477,1,112.57,1,1,1,111,3,At Risk / Lost
15703,265,1,211.5,2,1,1,211,4,At Risk / Lost
15704,141,6,3817.96,3,4,5,345,12,Best Customers
15705,202,1,143.1,2,1,1,211,4,At Risk / Lost
15706,64,4,1060.56,3,3,3,333,9,Loyal/Valuable
15707,36,4,945.58,4,3,3,433,10,Loyal/Valuable
15708,41,9,4361.77,4,5,5,455,14,Best Customers
15709,284,2,295.95,2,2,2,222,6,Regular
15710,418,1,898.87,1,1,3,113,5,At Risk / Lost
15711,557,2,420.25,1,2,2,122,5,At Risk / Lost
15712,10,12,3421.56,5,5,5,555,15,Best Customers
15713,144,4,993.84,3,3,3,333,9,Loyal/Valuable
15714,12,5,784.81,5,4,3,543,12,Best Customers
15715,556,5,658.02,1,4,3,143,8,Regular
15716,146,11,2996.96,3,5,5,355,13,Best Customers
15717,235,5,607.0,2,4,3,243,9,Loyal/Valuable
15718,541,1,293.79,1,1,2,112,4,At Risk / Lost
15719,33,31,10223.06,4,5,5,455,14,Best Customers
15720,25,2,724.97,4,2,3,423,9,Loyal/Valuable
15721,12,1,507.08,5,1,2,512,8,Regular
15722,36,10,5238.15,4,5,5,455,14,Best Customers
15723,365,4,947.65,2,3,3,233,8,Regular
15724,202,3,310.85,2,3,2,232,7,Regular
15725,16,1,415.25,5,1,2,512,8,Regular
15726,391,1,321.91,2,1,2,212,5,At Risk / Lost
15727,17,14,8291.71,5,5,5,555,15,Best Customers
15728,380,2,544.6,2,2,2,222,6,Regular
15729,213,3,192.55,2,3,1,231,6,Regular
15730,66,5,1726.58,3,4,4,344,11,Loyal/Valuable
15731,554,1,125.3,1,1,1,111,3,At Risk / Lost
15732,213,10,1682.07,2,5,4,254,11,Loyal/Valuable
15733,283,1,162.3,2,1,1,211,4,At Risk / Lost
15734,115,4,1968.3,3,3,4,334,10,Loyal/Valuable
15735,422,1,293.78,1,1,2,112,4,At Risk / Lost
15736,436,2,1781.82,1,2,4,124,7,Regular
15737,15,8,1173.17,5,4,3,543,12,Best Customers
15738,19,41,13339.07,5,5,5,555,15,Best Customers
15739,67,1,449.12,3,1,2,312,6,Regular
15740,50,1,154.88,4,1,1,411,6,Regular
15741,459,2,208.62,1,2,1,121,4,At Risk / Lost
15742,620,1,139.92,1,1,1,111,3,At Risk / Lost
15743,17,4,784.46,5,3,3,533,11,Loyal/Valuable
15744,78,1,34.8,3,1,1,311,5,At Risk / Lost
15745,20,4,1094.59,5,3,3,533,11,Loyal/Valuable
15746,135,1,196.88,3,1,1,311,5,At Risk / Lost
15747,13,9,2562.61,5,5,4,554,14,Best Customers
15748,41,3,614.76,4,3,3,433,10,Loyal/Valuable
15749,236,3,44534.3,2,3,5,235,10,Loyal/Valuable
15750,3,18,6723.34,5,5,5,555,15,Best Customers
15751,461,10,1339.54,1,5,4,154,10,Loyal/Valuable
15752,40,9,4187.59,4,5,5,455,14,Best Customers
15753,305,1,79.2,2,1,1,211,4,At Risk / Lost
15754,52,8,2917.71,4,4,5,445,13,Best Customers
15755,11,17,5993.12,5,5,5,555,15,Best Customers
15756,62,4,532.96,3,3,2,332,8,Regular
15757,66,6,2923.41,3,4,5,345,12,Best Customers
15758,25,1,205.25,4,1,1,411,6,Regular
15759,219,7,830.93,2,4,3,243,9,Loyal/Valuable
15761,443,1,143.05,1,1,1,111,3,At Risk / Lost
15762,66,2,549.85,3,2,2,322,7,Regular
15763,32,2,991.07,4,2,3,423,9,Loyal/Valuable
15764,89,8,4324.33,3,4,5,345,12,Best Customers
15765,667,1,370.63,1,1,2,112,4,At Risk / Lost
15766,65,3,831.06,3,3,3,333,9,Loyal/Valuable
15768,116,34,14051.44,3,5,5,355,13,Best Customers
15769,8,46,88704.32,5,5,5,555,15,Best Customers
15770,613,1,321.45,1,1,2,112,4,At Risk / Lost
15771,605,3,1006.54,1,3,3,133,7,Regular
15772,419,1,280.88,1,1,1,111,3,At Risk / Lost
15773,6,2,774.52,5,2,3,523,10,Loyal/Valuable
15774,69,6,1312.99,3,4,4,344,11,Loyal/Valuable
15775,246,2,150.5,2,2,1,221,5,At Risk / Lost
15776,134,1,241.62,3,1,1,311,5,At Risk / Lost
15777,242,7,1745.66,2,4,4,244,10,Loyal/Valuable
15778,432,1,307.95,1,1,2,112,4,At Risk / Lost
15779,464,2,124.08,1,2,1,121,4,At Risk / Lost
15780,184,3,475.28,3,3,2,332,8,Regular
15781,26,3,345.46,4,3,2,432,9,Loyal/Valuable
15782,10,4,3897.0,5,3,5,535,13,Best Customers
15783,11,1,246.3,5,1,1,511,7,Regular
15784,468,2,848.33,1,2,3,123,6,Regular
15785,33,16,5890.03,4,5,5,455,14,Best Customers
15786,47,5,8296.67,4,4,5,445,13,Best Customers
15787,27,3,948.05,4,3,3,433,10,Loyal/Valuable
15788,509,1,205.88,1,1,1,111,3,At Risk / Lost
15789,359,6,1945.06,2,4,4,244,10,Loyal/Valuable
15790,11,1,220.85,5,1,1,511,7,Regular
15791,44,5,3608.34,4,4,5,445,13,Best Customers
15792,400,2,933.84,2,2,3,223,7,Regular
15793,15,8,2382.92,5,4,4,544,13,Best Customers
15794,737,2,777.0,1,2,3,123,6,Regular
15795,150,8,1929.02,3,4,4,344,11,Loyal/Valuable
15796,2,17,5037.18,5,5,5,555,15,Best Customers
15797,114,5,2806.08,3,4,4,344,11,Loyal/Valuable
15798,493,3,1535.37,1,3,4,134,8,Regular
15799,76,4,1424.29,3,4,4,344,11,Loyal/Valuable
15800,108,7,1242.58,3,4,4,344,11,Loyal/Valuable
15801,47,3,1063.95,4,3,3,433,10,Loyal/Valuable
15803,52,4,1929.66,4,4,4,444,12,Best Customers
15804,1,13,3922.49,5,5,5,555,15,Best Customers
15805,24,30,10104.48,4,5,5,455,14,Best Customers
15806,47,3,784.58,4,3,3,433,10,Loyal/Valuable
15807,51,5,1817.52,4,4,4,444,12,Best Customers
15808,307,21,18334.08,2,5,5,255,12,Best Customers
15809,37,7,979.44,4,4,3,443,11,Loyal/Valuable
15810,79,8,2914.29,3,4,4,344,11,Loyal/Valuable
15811,23,7,3890.52,4,4,5,445,13,Best Customers
15812,108,12,5132.62,3,5,5,355,13,Best Customers
15813,208,2,1303.91,2,2,4,224,8,Regular
15814,17,6,2598.49,5,4,4,544,13,Best Customers
15815,64,5,2100.6,3,4,4,344,11,Loyal/Valuable
15816,543,2,93.3,1,2,1,121,4,At Risk / Lost
15817,421,3,2713.55,1,3,4,134,8,Regular
15818,589,1,340.5,1,1,2,112,4,At Risk / Lost
15819,50,10,3934.79,4,5,5,455,14,Best Customers
15820,320,1,206.98,2,1,1,211,4,At Risk / Lost
15821,45,2,554.01,4,2,2,422,8,Regular
15822,4,6,1840.06,5,4,4,544,13,Best Customers
15823,730,2,3787.27,1,2,5,125,8,Regular
15824,454,2,890.94,1,2,3,123,6,Regular
15825,173,1,282.94,3,1,2,312,6,Regular
15826,57,4,2598.28,4,4,4,444,12,Best Customers
15827,74,28,3777.12,3,5,5,355,13,Best Customers
15828,376,1,1074.92,2,1,3,213,6,Regular
15829,100,2,636.14,3,2,3,323,8,Regular
15830,38,1,576.0,4,1,2,412,7,Regular
15831,59,3,751.76,4,3,3,433,10,Loyal/Valuable
15832,255,1,836.79,2,1,3,213,6,Regular
15833,738,1,80.4,1,1,1,111,3,At Risk / Lost
15834,71,6,3455.19,3,4,5,345,12,Best Customers
15835,45,4,903.24,4,4,3,443,11,Loyal/Valuable
15836,51,1,112.37,4,1,1,411,6,Regular
15837,65,2,777.01,3,2,3,323,8,Regular
15838,12,34,74163.0,5,5,5,555,15,Best Customers
15839,34,3,1048.49,4,3,3,433,10,Loyal/Valuable
15840,59,2,355.56,4,2,2,422,8,Regular
15841,73,9,2742.41,3,5,4,354,12,Best Customers
15842,394,2,548.8,2,2,2,222,6,Regular
15843,304,1,118.95,2,1,1,211,4,At Risk / Lost
15844,47,1,130.74,4,1,1,411,6,Regular
15845,18,11,4426.28,5,5,5,555,15,Best Customers
15846,386,1,107.01,2,1,1,211,4,At Risk / Lost
15847,39,5,822.57,4,4,3,443,11,Loyal/Valuable
15848,622,1,122.99,1,1,1,111,3,At Risk / Lost
15850,20,6,1058.72,5,4,3,543,12,Best Customers
15851,527,1,109.73,1,1,1,111,3,At Risk / Lost
15852,187,3,257.26,3,3,1,331,7,Regular
15853,52,1,110.8,4,1,1,411,6,Regular
15854,5,21,5583.81,5,5,5,555,15,Best Customers
15855,137,6,1052.72,3,4,3,343,10,Loyal/Valuable
15856,5,52,34220.34,5,5,5,555,15,Best Customers
15857,19,2,570.48,5,2,2,522,9,Loyal/Valuable
15858,16,13,3940.42,5,5,5,555,15,Best Customers
15859,433,1,400.56,1,1,2,112,4,At Risk / Lost
15860,41,17,2404.51,4,5,4,454,13,Best Customers
15861,13,11,4216.84,5,5,5,555,15,Best Customers
15862,9,13,2847.79,5,5,4,554,14,Best Customers
15863,26,5,358.7,4,4,2,442,10,Loyal/Valuable
15864,23,7,2180.76,4,4,4,444,12,Best Customers
15865,41,5,2080.97,4,4,4,444,12,Best Customers
15866,102,1,179.68,3,1,1,311,5,At Risk / Lost
15867,6,31,8992.15,5,5,5,555,15,Best Customers
15868,584,1,94.53,1,1,1,111,3,At Risk / Lost
15869,278,3,323.66,2,3,2,232,7,Regular
15870,33,4,765.76,4,4,3,443,11,Loyal/Valuable
15871,438,1,33.1,1,1,1,111,3,At Risk / Lost
15872,15,4,776.73,5,4,3,543,12,Best Customers
15873,500,4,313.92,1,4,2,142,7,Regular
15874,64,19,9765.96,3,5,5,355,13,Best Customers
15875,647,1,111.72,1,1,1,111,3,At Risk / Lost
15876,410,2,1449.14,2,2,4,224,8,Regular
15877,2,2,493.28,5,2,2,522,9,Loyal/Valuable
15878,562,2,330.77,1,2,2,122,5,At Risk / Lost
15879,405,3,969.6,2,3,3,233,8,Regular
15880,370,1,652.66,2,1,3,213,6,Regular
15881,313,5,501.39,2,4,2,242,8,Regular
15882,199,8,1495.98,2,4,4,244,10,Loyal/Valuable
15883,3,2,396.48,5,2,2,522,9,Loyal/Valuable
15884,433,2,249.7,1,2,1,121,4,At Risk / Lost
15885,94,13,1921.82,3,5,4,354,12,Best Customers
15886,61,4,1052.87,3,4,3,343,10,Loyal/Valuable
15887,407,3,1027.15,2,3,3,233,8,Regular
15888,81,3,429.16,3,3,2,332,8,Regular
15889,157,8,1742.43,3,4,4,344,11,Loyal/Valuable
15890,395,4,375.75,2,4,2,242,8,Regular
15891,227,1,524.52,2,1,2,212,5,At Risk / Lost
15892,670,1,128.2,1,1,1,111,3,At Risk / Lost
15893,482,1,305.28,1,1,2,112,4,At Risk / Lost
15894,254,2,420.29,2,2,2,222,6,Regular
15895,150,1,179.17,3,1,1,311,5,At Risk / Lost
15897,195,2,222.05,2,2,1,221,5,At Risk / Lost
15898,2,25,5513.56,5,5,5,555,15,Best Customers
15899,369,1,112.5,2,1,1,211,4,At Risk / Lost
15900,24,4,900.4,4,4,3,443,11,Loyal/Valuable
15901,17,7,669.32,5,4,3,543,12,Best Customers
15902,381,1,145.01,2,1,1,211,4,At Risk / Lost
15903,10,12,8939.84,5,5,5,555,15,Best Customers
15904,9,1,144.73,5,1,1,511,7,Regular
15905,544,1,114.69,1,1,1,111,3,At Risk / Lost
15906,20,10,2436.99,5,5,4,554,14,Best Customers
15907,4,3,967.45,5,3,3,533,11,Loyal/Valuable
15908,513,1,189.37,1,1,1,111,3,At Risk / Lost
15909,174,1,191.94,3,1,1,311,5,At Risk / Lost
15910,1,15,2681.8,5,5,4,554,14,Best Customers
15911,624,8,1702.34,1,4,4,144,9,Loyal/Valuable
15912,179,9,1054.75,3,5,3,353,11,Loyal/Valuable
15913,535,1,6.3,1,1,1,111,3,At Risk / Lost
15914,379,2,205.99,2,2,1,221,5,At Risk / Lost
15915,402,1,429.21,2,1,2,212,5,At Risk / Lost
15916,17,13,3410.22,5,5,5,555,15,Best Customers
15917,248,5,509.78,2,4,2,242,8,Regular
15918,191,3,582.88,2,3,2,232,7,Regular
15919,20,2,910.61,5,2,3,523,10,Loyal/Valuable
15920,155,9,531.69,3,5,2,352,10,Loyal/Valuable
15921,173,4,785.16,3,4,3,343,10,Loyal/Valuable
15922,374,1,739.0,2,1,3,213,6,Regular
15923,373,1,254.16,2,1,1,211,4,At Risk / Lost
15924,732,1,102.82,1,1,1,111,3,At Risk / Lost
15925,195,1,207.15,2,1,1,211,4,At Risk / Lost
15926,543,1,134.44,1,1,1,111,3,At Risk / Lost
15927,648,1,123.39,1,1,1,111,3,At Risk / Lost
15928,657,1,293.53,1,1,2,112,4,At Risk / Lost
15929,645,1,594.0,1,1,2,112,4,At Risk / Lost
15930,68,1,426.63,3,1,2,312,6,Regular
15931,429,1,199.95,1,1,1,111,3,At Risk / Lost
15932,5,8,2495.87,5,4,4,544,13,Best Customers
15933,22,3,1107.46,4,3,3,433,10,Loyal/Valuable
15934,418,2,2190.66,1,2,4,124,7,Regular
15935,240,1,108.04,2,1,1,211,4,At Risk / Lost
15936,380,2,282.79,2,2,2,222,6,Regular
15937,65,1,145.35,3,1,1,311,5,At Risk / Lost
15938,113,9,734.81,3,5,3,353,11,Loyal/Valuable
15939,90,15,9045.39,3,5,5,355,13,Best Customers
15940,312,1,35.8,2,1,1,211,4,At Risk / Lost
15941,638,1,405.0,1,1,2,112,4,At Risk / Lost
15942,134,1,337.44,3,1,2,312,6,Regular
15943,650,2,271.29,1,2,1,121,4,At Risk / Lost
15944,277,4,2164.24,2,4,4,244,10,Loyal/Valuable
15945,366,4,787.32,2,4,3,243,9,Loyal/Valuable
15946,503,3,2304.18,1,3,4,134,8,Regular
15947,83,1,1708.24,3,1,4,314,8,Regular
15948,9,3,1509.09,5,3,4,534,12,Best Customers
15949,17,2,364.72,5,2,2,522,9,Loyal/Valuable
15950,32,10,7060.91,4,5,5,455,14,Best Customers
15951,9,3,1013.17,5,3,3,533,11,Loyal/Valuable
15952,34,4,806.57,4,4,3,443,11,Loyal/Valuable
15953,16,18,3652.6,5,5,5,555,15,Best Customers
15954,590,1,190.75,1,1,1,111,3,At Risk / Lost
15955,25,22,8658.36,4,5,5,455,14,Best Customers
